MPN,Datum,Maand,Jaar,MPN-Jaar-Maand,Soort,Mediaan
MPN10131,26/09/2002,9,2002,MPN10131 2002 9,Elodea canadensis,62
MPN10131,17/06/2013,6,2013,MPN10131 2013 6,Elodea canadensis,63
MPN10131,07/06/02,6,2002,MPN10131 2002 6,Elodea canadensis,64
MPN5716,12/10/09,10,2009,MPN5716 2009 10,Elodea canadensis,65
MPN10131,11/05/00,5,2000,MPN10131 2000 5,Elodea canadensis,66
MPN10131,18/09/2000,9,2000,MPN10131 2000 9,Elodea canadensis,67
MPN10131,26/05/2003,5,2003,MPN10131 2003 5,Elodea canadensis,70
MPN5513,25/09/2008,9,2008,MPN5513 2008 9,Elodea canadensis,75.5
MPN5842,19/10/2004,10,2004,MPN5842 2004 10,Elodea canadensis,78
MPN10131,17/06/2010,6,2010,MPN10131 2010 6,Elodea canadensis,84.5
MPN10131,24/09/2001,9,2001,MPN10131 2001 9,Elodea canadensis,86
MPN5823,17/09/2007,9,2007,MPN5823 2007 9,Elodea canadensis,89
MPN10213,21/06/2002,6,2002,MPN10213 2002 6,Elodea canadensis,89
MPN4054,16/09/2011,9,2011,MPN4054 2011 9,Elodea canadensis,109
MPN10164,19/06/2014,6,2014,MPN10164 2014 6,Elodea canadensis,110
MPN9897,06/08/14,8,2014,MPN9897 2014 8,Elodea canadensis,120
MPN10041,10/09/12,9,2012,MPN10041 2012 9,Elodea canadensis,130
MPN9897,17/09/2012,9,2012,MPN9897 2012 9,Elodea canadensis,140
MPN10129,01/07/10,7,2010,MPN10129 2010 7,Elodea canadensis,150
MPN10121,17/06/2003,6,2003,MPN10121 2003 6,Elodea canadensis,170
MPN9901,15/06/2006,6,2006,MPN9901 2006 6,Elodea canadensis,180
MPN5777,06/09/04,9,2004,MPN5777 2004 9,Elodea canadensis,180
MPN9550,23/09/2013,9,2013,MPN9550 2013 9,Elodea canadensis,240
MPN10217,29/07/2008,7,2008,MPN10217 2008 7,Elodea canadensis,260
MPN7947,14/09/2006,9,2006,MPN7947 2006 9,Elodea canadensis,280
MPN4104,23/08/2002,8,2002,MPN4104 2002 8,Elodea canadensis,292.16
MPN12282,17/08/2012,8,2012,MPN12282 2012 8,Elodea canadensis,310
MPN10120,06/09/12,9,2012,MPN10120 2012 9,Elodea canadensis,330
MPN10211,05/08/08,8,2008,MPN10211 2008 8,Elodea canadensis,370
MPN12884,01/07/15,7,2015,MPN12884 2015 7,Elodea canadensis,370
MPN4104,19/09/2011,9,2011,MPN4104 2011 9,Elodea canadensis,425
MPN10485,23/06/2008,6,2008,MPN10485 2008 6,Elodea canadensis,460
MPN3038,04/07/14,7,2014,MPN3038 2014 7,Elodea canadensis,500
MPN5389,10/09/09,9,2009,MPN5389 2009 9,Elodea canadensis,510
MPN7325,22/09/2005,9,2005,MPN7325 2005 9,Elodea nuttallii,35
MPN3965,29/08/2011,8,2011,MPN3965 2011 8,Elodea nuttallii,55
MPN10131,16/06/2005,6,2005,MPN10131 2005 6,Elodea nuttallii,67
MPN10355,23/06/2008,6,2008,MPN10355 2008 6,Elodea nuttallii,380
MPN10041,10/09/12,9,2012,MPN10041 2012 9,Ulva spp. (=filamentous),130
MPN9968,04/07/05,7,2005,MPN9968 2005 7,Ulva spp. (=filamentous),130
MPN10164,10/06/13,6,2013,MPN10164 2013 6,Ulva spp. (=filamentous),140
MPN10129,01/07/10,7,2010,MPN10129 2010 7,Ulva spp. (=filamentous),150
MPN10164,03/06/02,6,2002,MPN10164 2002 6,Ulva spp. (=filamentous),150
MPN1450,07/10/11,10,2011,MPN1450 2011 10,Ulva spp. (=filamentous),160
MPN7631,02/05/05,5,2005,MPN7631 2005 5,Ulva spp. (=filamentous),160
MPN10215,01/07/02,7,2002,MPN10215 2002 7,Ulva spp. (=filamentous),165
MPN7961,18/09/2006,9,2006,MPN7961 2006 9,Ulva spp. (=filamentous),170
MPN10121,17/06/2003,6,2003,MPN10121 2003 6,Ulva spp. (=filamentous),170
MPN9900,15/06/2006,6,2006,MPN9900 2006 6,Ulva spp. (=filamentous),170
MPN9901,15/06/2006,6,2006,MPN9901 2006 6,Ulva spp. (=filamentous),180
MPN10107,27/06/2005,6,2005,MPN10107 2005 6,Ulva spp. (=filamentous),180
MPN7944,15/09/2006,9,2006,MPN7944 2006 9,Ulva spp. (=filamentous),200
MPN4035,08/04/05,4,2005,MPN4035 2005 4,Ulva spp. (=filamentous),200
MPN10488,26/06/2012,6,2012,MPN10488 2012 6,Ulva spp. (=filamentous),220
MPN10249,28/06/2010,6,2010,MPN10249 2010 6,Ulva spp. (=filamentous),220
MPN1461,23/10/2006,10,2006,MPN1461 2006 10,Ulva spp. (=filamentous),230
MPN10147,11/06/12,6,2012,MPN10147 2012 6,Ulva spp. (=filamentous),230
MPN10147,10/07/09,7,2009,MPN10147 2009 7,Ulva spp. (=filamentous),230
MPN7953,28/08/2006,8,2006,MPN7953 2006 8,Ulva spp. (=filamentous),240
MPN10161,10/07/07,7,2007,MPN10161 2007 7,Ulva spp. (=filamentous),240
MPN10191,10/07/07,7,2007,MPN10191 2007 7,Ulva spp. (=filamentous),240
MPN10468,26/09/2011,9,2011,MPN10468 2011 9,Ulva spp. (=filamentous),250
MPN10008,02/08/07,8,2007,MPN10008 2007 8,Ulva spp. (=filamentous),260
MPN7415,11/10/05,10,2005,MPN7415 2005 10,Ulva spp. (=filamentous),260
MPN7947,14/09/2006,9,2006,MPN7947 2006 9,Ulva spp. (=filamentous),280
MPN1147,22/03/2012,3,2012,MPN1147 2012 3,Ulva spp. (=filamentous),280
MPN7950,11/09/06,9,2006,MPN7950 2006 9,Ulva spp. (=filamentous),290
MPN7413,12/04/13,4,2013,MPN7413 2013 4,Ulva spp. (=filamentous),290
MPN8013,21/09/2010,9,2010,MPN8013 2010 9,Ulva spp. (=filamentous),305
MPN10278,07/08/07,8,2007,MPN10278 2007 8,Ulva spp. (=filamentous),320
MPN4017,12/09/05,9,2005,MPN4017 2005 9,Ulva spp. (=filamentous),330
MPN10120,13/06/2003,6,2003,MPN10120 2003 6,Ulva spp. (=filamentous),340
MPN7957,22/08/2006,8,2006,MPN7957 2006 8,Ulva spp. (=filamentous),390
MPN5709,24/08/2011,8,2011,MPN5709 2011 8,Ulva spp. (=filamentous),400
MPN12884,07/07/14,7,2014,MPN12884 2014 7,Ulva spp. (=filamentous),400
MPN10110,17/06/2005,6,2005,MPN10110 2005 6,Ulva spp. (=filamentous),440
MPN4041,31/03/2011,3,2011,MPN4041 2011 3,Ulva spp. (=filamentous),455
MPN10407,05/07/04,7,2004,MPN10407 2004 7,Ulva spp. (=filamentous),460
MPN10485,23/06/2008,6,2008,MPN10485 2008 6,Ulva spp. (=filamentous),460
MPN10325,27/06/2002,6,2002,MPN10325 2002 6,Ulva spp. (=filamentous),475
MPN10120,02/07/09,7,2009,MPN10120 2009 7,Ulva spp. (=filamentous),480
MPN7365,18/04/2011,4,2011,MPN7365 2011 4,Ulva spp. (=filamentous),480
MPN10090,29/08/2011,8,2011,MPN10090 2011 8,Ulva spp. (=filamentous),500
MPN10090,29/08/2011,8,2011,MPN10090 2011 8,Ulva spp. (=filamentous),500
MPN10103,11/06/13,6,2013,MPN10103 2013 6,Ulva spp. (=filamentous),500
MPN3038,04/07/14,7,2014,MPN3038 2014 7,Ulva spp. (=filamentous),500
MPN10353,18/06/2008,6,2008,MPN10353 2008 6,Ulva spp. (=filamentous),520
MPN4064,13/08/2002,8,2002,MPN4064 2002 8,Ulva spp. (=filamentous),553.94
MPN10091,05/09/11,9,2011,MPN10091 2011 9,Ulva spp. (=filamentous),560
MPN5787,30/08/2004,8,2004,MPN5787 2004 8,Ulva spp. (=filamentous),570
MPN10053,30/06/2008,6,2008,MPN10053 2008 6,Ulva spp. (=filamentous),580
MPN7356,22/04/2013,4,2013,MPN7356 2013 4,Ulva spp. (=filamentous),580
MPN10332,13/09/2012,9,2012,MPN10332 2012 9,Ulva spp. (=filamentous),600
MPN10342,26/09/2011,9,2011,MPN10342 2011 9,Ulva spp. (=filamentous),620
MPN10044,13/07/2000,7,2000,MPN10044 2000 7,Ulva spp. (=filamentous),640
MPN7396,01/09/05,9,2005,MPN7396 2005 9,Ulva spp. (=filamentous),640
MPN10251,13/06/2013,6,2013,MPN10251 2013 6,Ulva spp. (=filamentous),650
MPN3946,22/04/2002,4,2002,MPN3946 2002 4,Ulva spp. (=filamentous),663.49
MPN1481,27/09/2012,9,2012,MPN1481 2012 9,Ulva spp. (=filamentous),670
MPN10254,24/05/2012,5,2012,MPN10254 2012 5,Ulva spp. (=filamentous),700
MPN10285,21/06/2004,6,2004,MPN10285 2004 6,Ulva spp. (=filamentous),700
MPN10264,17/06/2004,6,2004,MPN10264 2004 6,Ulva spp. (=filamentous),730
MPN10264,25/06/2010,6,2010,MPN10264 2010 6,Ulva spp. (=filamentous),750
MPN10124,11/06/12,6,2012,MPN10124 2012 6,Ulva spp. (=filamentous),770
MPN7362,11/10/05,10,2005,MPN7362 2005 10,Ulva spp. (=filamentous),810
MPN10485,26/07/2010,7,2010,MPN10485 2010 7,Ulva spp. (=filamentous),820
MPN7396,07/04/05,4,2005,MPN7396 2005 4,Ulva spp. (=filamentous),820
MPN10351,16/06/2008,6,2008,MPN10351 2008 6,Ulva spp. (=filamentous),830
MPN5395,21/09/2006,9,2006,MPN5395 2006 9,Ulva spp. (=filamentous),850
MPN10277,06/08/07,8,2007,MPN10277 2007 8,Ulva spp. (=filamentous),850
MPN3001,21/08/2001,8,2001,MPN3001 2001 8,Ulva spp. (=filamentous),858.24
MPN7373,07/04/05,4,2005,MPN7373 2005 4,Ulva spp. (=filamentous),890
MPN10124,27/07/2006,7,2006,MPN10124 2006 7,Ulva spp. (=filamentous),920
MPN5762,05/04/04,4,2004,MPN5762 2004 4,Ulva spp. (=filamentous),920
MPN5821,17/09/2007,9,2007,MPN5821 2007 9,Ulva spp. (=filamentous),950
MPN7938,19/09/2006,9,2006,MPN7938 2006 9,Ulva spp. (=filamentous),950
MPN2990,14/04/2003,4,2003,MPN2990 2003 4,Ulva spp. (=filamentous),952.394
MPN7414,15/04/2013,4,2013,MPN7414 2013 4,Ulva spp. (=filamentous),960
MPN10252,21/07/2003,7,2003,MPN10252 2003 7,Ulva spp. (=filamentous),970
MPN1231,01/07/14,7,2014,MPN1231 2014 7,Ulva spp. (=filamentous),981
MPN4047,24/04/2008,4,2008,MPN4047 2008 4,Ulva spp. (=filamentous),990
MPN8140,28/08/2007,8,2007,MPN8140 2007 8,Ulva spp. (=filamentous),990
MPN10485,30/07/2007,7,2007,MPN10485 2007 7,Ulva spp. (=filamentous),1000
MPN9947,21/06/2010,6,2010,MPN9947 2010 6,Ulva spp. (=filamentous),1000
MPN10251,28/05/2004,5,2004,MPN10251 2004 5,Ulva spp. (=filamentous),1100
MPN3999,05/09/05,9,2005,MPN3999 2005 9,Ulva spp. (=filamentous),1100
MPN1491,23/04/2001,4,2001,MPN1491 2001 4,Ulva spp. (=filamentous),1199.1
MPN10253,09/06/09,6,2009,MPN10253 2009 6,Ulva spp. (=filamentous),1200
MPN9942,11/06/04,6,2004,MPN9942 2004 6,Ulva spp. (=filamentous),1200
MPN12934,01/07/14,7,2014,MPN12934 2014 7,Ulva spp. (=filamentous),1200
MPN7350,08/09/05,9,2005,MPN7350 2005 9,Ulva spp. (=filamentous),1200
MPN10254,20/07/2009,7,2009,MPN10254 2009 7,Ulva spp. (=filamentous),1300
MPN5851,18/10/2004,10,2004,MPN5851 2004 10,Ulva spp. (=filamentous),1300
MPN7351,08/09/05,9,2005,MPN7351 2005 9,Ulva spp. (=filamentous),1300
MPN10251,05/06/07,6,2007,MPN10251 2007 6,Ulva spp. (=filamentous),1400
MPN10372,28/06/2004,6,2004,MPN10372 2004 6,Ulva spp. (=filamentous),1400
MPN4045,24/04/2008,4,2008,MPN4045 2008 4,Ulva spp. (=filamentous),1400
MPN9943,16/06/2004,6,2004,MPN9943 2004 6,Ulva spp. (=filamentous),1400
MPN5356,27/03/2009,3,2009,MPN5356 2009 3,Ulva spp. (=filamentous),1400
MPN3946,26/04/2005,4,2005,MPN3946 2005 4,Ulva spp. (=filamentous),1400
MPN7629,18/10/2010,10,2010,MPN7629 2010 10,Ulva spp. (=filamentous),1410
MPN4093,16/08/2002,8,2002,MPN4093 2002 8,Ulva spp. (=filamentous),1470.8
MPN9952,07/07/00,7,2000,MPN9952 2000 7,Ulva spp. (=filamentous),1500
MPN10136,02/06/03,6,2003,MPN10136 2003 6,Ulva spp. (=filamentous),1500
MPN10259,21/06/2004,6,2004,MPN10259 2004 6,Ulva spp. (=filamentous),1500
MPN7374,07/04/05,4,2005,MPN7374 2005 4,Ulva spp. (=filamentous),1500
MPN10276,12/06/07,6,2007,MPN10276 2007 6,Ulva spp. (=filamentous),1600
MPN9930,25/10/2012,10,2012,MPN9930 2012 10,Ulva spp. (=filamentous),1600
MPN5415,22/09/2009,9,2009,MPN5415 2009 9,Ulva spp. (=filamentous),1600
MPN5415,29/08/2006,8,2006,MPN5415 2006 8,Ulva spp. (=filamentous),1600
MPN5752,23/03/2010,3,2010,MPN5752 2010 3,Ulva spp. (=filamentous),1600
MPN10049,12/06/02,6,2002,MPN10049 2002 6,Ulva spp. (=filamentous),1620
MPN10327,25/06/2002,6,2002,MPN10327 2002 6,Ulva spp. (=filamentous),1660
MPN10324,30/07/2008,7,2008,MPN10324 2008 7,Ulva spp. (=filamentous),1700
MPN9308,23/09/2010,9,2010,MPN9308 2010 9,Ulva spp. (=filamentous),1700
MPN7911,24/04/2006,4,2006,MPN7911 2006 4,Ulva spp. (=filamentous),1700
MPN10239,30/05/2013,5,2013,MPN10239 2013 5,Ulva spp. (=filamentous),1700
MPN7332,27/04/2011,4,2011,MPN7332 2011 4,Ulva spp. (=filamentous),1700
MPN2993,27/08/2001,8,2001,MPN2993 2001 8,Ulva spp. (=filamentous),1758.8
MPN9938,16/06/2004,6,2004,MPN9938 2004 6,Ulva spp. (=filamentous),1800
MPN10244,22/06/2004,6,2004,MPN10244 2004 6,Ulva spp. (=filamentous),1800
MPN5347,20/04/2009,4,2009,MPN5347 2009 4,Ulva spp. (=filamentous),1800
MPN1468,19/04/2004,4,2004,MPN1468 2004 4,Ulva spp. (=filamentous),1800
MPN5809,10/09/07,9,2007,MPN5809 2007 9,Ulva spp. (=filamentous),1900
MPN1359,31/05/2010,5,2010,MPN1359 2010 5,Ulva spp. (=filamentous),1900
MPN4042,24/04/2008,4,2008,MPN4042 2008 4,Ulva spp. (=filamentous),1900
MPN1518,26/04/2001,4,2001,MPN1518 2001 4,Ulva spp. (=filamentous),1968.69
MPN5814,02/09/10,9,2010,MPN5814 2010 9,Ulva spp. (=filamentous),2000
MPN10332,02/07/09,7,2009,MPN10332 2009 7,Ulva spp. (=filamentous),2000
MPN1503,08/10/10,10,2010,MPN1503 2010 10,Ulva spp. (=filamentous),2000
MPN10239,18/06/2004,6,2004,MPN10239 2004 6,Ulva spp. (=filamentous),2000
MPN5303,24/09/2009,9,2009,MPN5303 2009 9,Ulva spp. (=filamentous),2100
MPN10266,13/07/2010,7,2010,MPN10266 2010 7,Ulva spp. (=filamentous),2100
MPN10241,21/06/2004,6,2004,MPN10241 2004 6,Ulva spp. (=filamentous),2100
MPN7620,25/05/2010,5,2010,MPN7620 2010 5,Ulva spp. (=filamentous),2100
MPN5341,21/04/2009,4,2009,MPN5341 2009 4,Ulva spp. (=filamentous),2100
MPN1227,07/05/01,5,2001,MPN1227 2001 5,Ulva spp. (=filamentous),2177.2
MPN10251,10/06/10,6,2010,MPN10251 2010 6,Ulva spp. (=filamentous),2200
MPN10138,03/06/03,6,2003,MPN10138 2003 6,Ulva spp. (=filamentous),2200
MPN5825,11/09/07,9,2007,MPN5825 2007 9,Ulva spp. (=filamentous),2200
MPN5745,03/09/07,9,2007,MPN5745 2007 9,Ulva spp. (=filamentous),2200
MPN7342,19/09/2005,9,2005,MPN7342 2005 9,Ulva spp. (=filamentous),2200
MPN2985,06/08/01,8,2001,MPN2985 2001 8,Ulva spp. (=filamentous),2251
MPN10086,05/07/07,7,2007,MPN10086 2007 7,Ulva spp. (=filamentous),2300
MPN5356,08/09/09,9,2009,MPN5356 2009 9,Ulva spp. (=filamentous),2300
MPN5519,22/09/2008,9,2008,MPN5519 2008 9,Ulva spp. (=filamentous),2300
MPN1333,18/05/2009,5,2009,MPN1333 2009 5,Ulva spp. (=filamentous),2300
MPN5790,30/08/2004,8,2004,MPN5790 2004 8,Ulva spp. (=filamentous),2300
MPN3010,05/08/14,8,2014,MPN3010 2014 8,Ulva spp. (=filamentous),2400
MPN5335,06/04/09,4,2009,MPN5335 2009 4,Ulva spp. (=filamentous),2400
MPN5748,22/03/2010,3,2010,MPN5748 2010 3,Ulva spp. (=filamentous),2400
MPN3990,27/04/2011,4,2011,MPN3990 2011 4,Ulva spp. (=filamentous),2400
MPN5325,26/03/2009,3,2009,MPN5325 2009 3,Ulva spp. (=filamentous),2400
MPN7364,13/04/2005,4,2005,MPN7364 2005 4,Ulva spp. (=filamentous),2400
MPN1503,16/10/2007,10,2007,MPN1503 2007 10,Ulva spp. (=filamentous),2500
MPN10148,03/06/03,6,2003,MPN10148 2003 6,Ulva spp. (=filamentous),2500
MPN5286,16/03/2009,3,2009,MPN5286 2009 3,Ulva spp. (=filamentous),2500
MPN7414,11/10/05,10,2005,MPN7414 2005 10,Ulva spp. (=filamentous),2500
MPN10357,03/08/00,8,2000,MPN10357 2000 8,Ulva spp. (=filamentous),2700
MPN7868,07/06/11,6,2011,MPN7868 2011 6,Ulva spp. (=filamentous),2700
MPN5342,27/04/2009,4,2009,MPN5342 2009 4,Ulva spp. (=filamentous),2700
MPN5529,30/09/2003,9,2003,MPN5529 2003 9,Ulva spp. (=filamentous),2700
MPN1239,03/10/05,10,2005,MPN1239 2005 10,Ulva spp. (=filamentous),2700
MPN1339,02/05/02,5,2002,MPN1339 2002 5,Ulva spp. (=filamentous),2748.4
MPN1440,06/09/13,9,2013,MPN1440 2013 9,Ulva spp. (=filamentous),2800
MPN7141,07/04/08,4,2008,MPN7141 2008 4,Ulva spp. (=filamentous),2800
MPN7915,23/03/2006,3,2006,MPN7915 2006 3,Ulva spp. (=filamentous),2800
MPN5345,19/04/2012,4,2012,MPN5345 2012 4,Ulva spp. (=filamentous),2850
MPN1444,19/04/2002,4,2002,MPN1444 2002 4,Ulva spp. (=filamentous),2854.5
MPN7941,05/09/06,9,2006,MPN7941 2006 9,Ulva spp. (=filamentous),2900
MPN9930,26/07/2007,7,2007,MPN9930 2007 7,Ulva spp. (=filamentous),3000
MPN9021,13/08/2012,8,2012,MPN9021 2012 8,Ulva spp. (=filamentous),3000
MPN12279,01/05/12,5,2012,MPN12279 2012 5,Ulva spp. (=filamentous),3000
MPN10238,10/06/04,6,2004,MPN10238 2004 6,Ulva spp. (=filamentous),3000
MPN5849,30/09/2004,9,2004,MPN5849 2004 9,Ulva spp. (=filamentous),3000
MPN9930,16/07/2001,7,2001,MPN9930 2001 7,Ulva spp. (=filamentous),3050
MPN10241,08/07/10,7,2010,MPN10241 2010 7,Ulva spp. (=filamentous),3100
MPN1227,08/10/07,10,2007,MPN1227 2007 10,Ulva spp. (=filamentous),3100
MPN10329,30/06/2009,6,2009,MPN10329 2009 6,Ulva spp. (=filamentous),3100
MPN1229,07/10/08,10,2008,MPN1229 2008 10,Ulva spp. (=filamentous),3100
MPN10251,09/07/09,7,2009,MPN10251 2009 7,Ulva spp. (=filamentous),3100
MPN1227,14/05/2004,5,2004,MPN1227 2004 5,Ulva spp. (=filamentous),3100
MPN7379,31/03/2005,3,2005,MPN7379 2005 3,Ulva spp. (=filamentous),3200
MPN1239,02/06/05,6,2005,MPN1239 2005 6,Ulva spp. (=filamentous),3200
MPN1239,29/09/2008,9,2008,MPN1239 2008 9,Ulva spp. (=filamentous),3300
MPN1442,18/09/2003,9,2003,MPN1442 2003 9,Ulva spp. (=filamentous),3300
MPN5811,21/09/2004,9,2004,MPN5811 2004 9,Ulva spp. (=filamentous),3300
MPN7384,05/04/05,4,2005,MPN7384 2005 4,Ulva spp. (=filamentous),3300
MPN1348,01/05/01,5,2001,MPN1348 2001 5,Ulva spp. (=filamentous),3353.3
MPN8152,24/09/2007,9,2007,MPN8152 2007 9,Ulva spp. (=filamentous),3400
MPN1118,08/09/11,9,2011,MPN1118 2011 9,Ulva spp. (=filamentous),3400
MPN1444,30/05/2005,5,2005,MPN1444 2005 5,Ulva spp. (=filamentous),3500
MPN7141,22/08/2011,8,2011,MPN7141 2011 8,Ulva spp. (=filamentous),3600
MPN7915,29/08/2006,8,2006,MPN7915 2006 8,Ulva spp. (=filamentous),3600
MPN1135,02/06/09,6,2009,MPN1135 2009 6,Ulva spp. (=filamentous),3600
MPN1484,23/04/2004,4,2004,MPN1484 2004 4,Ulva spp. (=filamentous),3600
MPN1484,13/10/2010,10,2010,MPN1484 2010 10,Ulva spp. (=filamentous),3700
MPN5301,15/09/2009,9,2009,MPN5301 2009 9,Ulva spp. (=filamentous),3700
MPN7966,21/03/2011,3,2011,MPN7966 2011 3,Ulva spp. (=filamentous),3700
MPN10086,30/08/2011,8,2011,MPN10086 2011 8,Ulva spp. (=filamentous),3800
MPN1149,27/09/2012,9,2012,MPN1149 2012 9,Ulva spp. (=filamentous),3800
MPN8665,14/04/2008,4,2008,MPN8665 2008 4,Ulva spp. (=filamentous),3800
MPN10357,29/09/2011,9,2011,MPN10357 2011 9,Ulva spp. (=filamentous),3900
MPN1160,24/08/2011,8,2011,MPN1160 2011 8,Ulva spp. (=filamentous),3900
MPN5530,26/04/2005,4,2005,MPN5530 2005 4,Ulva spp. (=filamentous),3900
MPN7379,02/09/05,9,2005,MPN7379 2005 9,Ulva spp. (=filamentous),3900
MPN1239,06/05/02,5,2002,MPN1239 2002 5,Ulva spp. (=filamentous),3949
MPN1501,17/04/2012,4,2012,MPN1501 2012 4,Ulva spp. (=filamentous),4000
MPN1153,27/06/2012,6,2012,MPN1153 2012 6,Ulva spp. (=filamentous),4050
MPN5302,17/09/2009,9,2009,MPN5302 2009 9,Ulva spp. (=filamentous),4100
MPN10238,21/06/2010,6,2010,MPN10238 2010 6,Ulva spp. (=filamentous),4200
MPN5734,02/09/04,9,2004,MPN5734 2004 9,Ulva spp. (=filamentous),4200
MPN5304,15/08/2006,8,2006,MPN5304 2006 8,Ulva spp. (=filamentous),4300
MPN7339,10/04/08,4,2008,MPN7339 2008 4,Ulva spp. (=filamentous),4300
MPN10445,09/06/09,6,2009,MPN10445 2009 6,Ulva spp. (=filamentous),4400
MPN5531,22/06/2010,6,2010,MPN5531 2010 6,Ulva spp. (=filamentous),4400
MPN1484,12/10/07,10,2007,MPN1484 2007 10,Ulva spp. (=filamentous),4400
MPN7936,31/08/2006,8,2006,MPN7936 2006 8,Ulva spp. (=filamentous),4500
MPN1385,31/07/2001,7,2001,MPN1385 2001 7,Ulva spp. (=filamentous),4555.3
MPN5827,21/09/2007,9,2007,MPN5827 2007 9,Ulva spp. (=filamentous),4600
MPN3996,05/09/05,9,2005,MPN3996 2005 9,Ulva spp. (=filamentous),4600
MPN5527,15/08/2013,8,2013,MPN5527 2013 8,Ulva spp. (=filamentous),4700
MPN7968,07/10/10,10,2010,MPN7968 2010 10,Ulva spp. (=filamentous),4700
MPN11863,12/09/11,9,2011,MPN11863 2011 9,Ulva spp. (=filamentous),5000
MPN5386,01/09/03,9,2003,MPN5386 2003 9,Ulva spp. (=filamentous),5000
MPN1123,20/04/2001,4,2001,MPN1123 2001 4,Ulva spp. (=filamentous),5047
MPN1335,16/08/2013,8,2013,MPN1335 2013 8,Ulva spp. (=filamentous),5200
MPN10490,12/06/06,6,2006,MPN10490 2006 6,Ulva spp. (=filamentous),5300
MPN5531,05/10/10,10,2010,MPN5531 2010 10,Ulva spp. (=filamentous),5300
MPN9944,11/06/04,6,2004,MPN9944 2004 6,Ulva spp. (=filamentous),5400
MPN1118,23/05/2005,5,2005,MPN1118 2005 5,Ulva spp. (=filamentous),5400
MPN1118,15/10/2008,10,2008,MPN1118 2008 10,Ulva spp. (=filamentous),5500
MPN7968,08/10/07,10,2007,MPN7968 2007 10,Ulva spp. (=filamentous),5600
MPN7913,24/03/2006,3,2006,MPN7913 2006 3,Ulva spp. (=filamentous),5800
MPN5324,26/03/2009,3,2009,MPN5324 2009 3,Ulva spp. (=filamentous),5800
MPN7966,19/05/2008,5,2008,MPN7966 2008 5,Ulva spp. (=filamentous),5800
MPN1474,16/04/2004,4,2004,MPN1474 2004 4,Ulva spp. (=filamentous),5800
MPN1169,30/05/2011,5,2011,MPN1169 2011 5,Ulva spp. (=filamentous),5900
MPN3948,28/04/2005,4,2005,MPN3948 2005 4,Ulva spp. (=filamentous),5900
MPN1118,15/05/2008,5,2008,MPN1118 2008 5,Ulva spp. (=filamentous),6100
MPN1123,07/05/09,5,2009,MPN1123 2009 5,Ulva spp. (=filamentous),6100
MPN2940,03/09/12,9,2012,MPN2940 2012 9,Ulva spp. (=filamentous),6200
MPN10142,05/07/07,7,2007,MPN10142 2007 7,Ulva spp. (=filamentous),6500
MPN1444,08/10/02,10,2002,MPN1444 2002 10,Ulva spp. (=filamentous),6527.7
MPN1178,15/05/2008,5,2008,MPN1178 2008 5,Ulva spp. (=filamentous),6550
MPN5836,14/09/2007,9,2007,MPN5836 2007 9,Ulva spp. (=filamentous),6600
MPN1125,12/04/01,4,2001,MPN1125 2001 4,Ulva spp. (=filamentous),6676.1
MPN5763,13/09/2010,9,2010,MPN5763 2010 9,Ulva spp. (=filamentous),6800
MPN5385,14/09/2009,9,2009,MPN5385 2009 9,Ulva spp. (=filamentous),6800
MPN7363,14/04/2005,4,2005,MPN7363 2005 4,Ulva spp. (=filamentous),6900
MPN1444,03/10/08,10,2008,MPN1444 2008 10,Ulva spp. (=filamentous),7000
MPN1123,08/10/07,10,2007,MPN1123 2007 10,Ulva spp. (=filamentous),7000
MPN5298,23/03/2009,3,2009,MPN5298 2009 3,Ulva spp. (=filamentous),7000
MPN1474,11/10/10,10,2010,MPN1474 2010 10,Ulva spp. (=filamentous),7200
MPN7356,27/09/2005,9,2005,MPN7356 2005 9,Ulva spp. (=filamentous),7500
MPN1227,17/09/2001,9,2001,MPN1227 2001 9,Ulva spp. (=filamentous),7579.9
MPN7885,17/08/2006,8,2006,MPN7885 2006 8,Ulva spp. (=filamentous),7600
MPN1491,03/09/01,9,2001,MPN1491 2001 9,Ulva spp. (=filamentous),7935.6
MPN1444,26/09/2005,9,2005,MPN1444 2005 9,Ulva spp. (=filamentous),8000
MPN1118,03/10/05,10,2005,MPN1118 2005 10,Ulva spp. (=filamentous),8000
MPN5350,20/03/2006,3,2006,MPN5350 2006 3,Ulva spp. (=filamentous),8200
MPN1123,13/05/2004,5,2004,MPN1123 2004 5,Ulva spp. (=filamentous),8200
MPN5350,02/04/09,4,2009,MPN5350 2009 4,Ulva spp. (=filamentous),8300
MPN1489,30/05/2005,5,2005,MPN1489 2005 5,Ulva spp. (=filamentous),8400
MPN2940,07/06/10,6,2010,MPN2940 2010 6,Ulva spp. (=filamentous),8450
MPN1518,05/10/12,10,2012,MPN1518 2012 10,Ulva spp. (=filamentous),8500
MPN5414,05/09/03,9,2003,MPN5414 2003 9,Ulva spp. (=filamentous),8500
MPN1484,24/10/2013,10,2013,MPN1484 2013 10,Ulva spp. (=filamentous),8700
MPN2912,31/07/2001,7,2001,MPN2912 2001 7,Ulva spp. (=filamentous),8863.6
MPN8135,08/10/07,10,2007,MPN8135 2007 10,Ulva spp. (=filamentous),9000
MPN2940,23/05/2002,5,2002,MPN2940 2002 5,Ulva spp. (=filamentous),9195.9
